  Frequency            , NTOT(onoise)         
  2.004472027365e+01  ,9.087951321531e-18  
  2.009092812609e+01  ,9.087951321531e-18  
  2.013724249862e+01  ,9.087951321531e-18  
  2.018366363681e+01  ,9.087951321531e-18  
  2.023019178678e+01  ,9.087951321531e-18  
  2.027682719521e+01  ,9.087951321531e-18  
  2.032357010936e+01  ,9.087951321531e-18  
  2.037042077706e+01  ,9.087951321531e-18  
  2.041737944669e+01  ,9.087951321531e-18  
  2.046444636725e+01  ,9.087951321531e-18  
  2.051162178825e+01  ,9.087951321531e-18  
  2.055890595984e+01  ,9.087951321531e-18  
  2.060629913270e+01  ,9.087951321531e-18  
  2.065380155810e+01  ,9.087951321531e-18  
  2.070141348791e+01  ,9.087951321531e-18  
  2.074913517455e+01  ,9.087951321531e-18  
  2.079696687104e+01  ,9.087951321531e-18  
  2.084490883097e+01  ,9.087951321531e-18  
  2.089296130854e+01  ,9.087951321531e-18  
  2.094112455851e+01  ,9.087951321531e-18  
  2.098939883623e+01  ,9.087951321531e-18  
  2.103778439766e+01  ,9.087951321531e-18  
  2.108628149933e+01  ,9.087951321531e-18  
  2.113489039836e+01  ,9.087951321531e-18  
  2.118361135248e+01  ,9.087951321531e-18  
  2.123244462000e+01  ,9.087951321531e-18  
  2.128139045983e+01  ,9.087951321531e-18  
  2.133044913146e+01  ,9.087951321531e-18  
  2.137962089502e+01  ,9.087951321531e-18  
  2.142890601120e+01  ,9.087951321531e-18  
  2.147830474130e+01  ,9.087951321531e-18  
  2.152781734724e+01  ,9.087951321531e-18  
  2.157744409153e+01  ,9.087951321531e-18  
  2.162718523727e+01  ,9.087951321531e-18  
  2.167704104820e+01  ,9.087951321531e-18  
  2.172701178864e+01  ,9.087951321531e-18  
  2.177709772353e+01  ,9.087951321531e-18  
  2.182729911843e+01  ,9.087951321531e-18  
  2.187761623949e+01  ,9.087951321531e-18  
  2.192804935350e+01  ,9.087951321531e-18  
  2.197859872785e+01  ,9.087951321531e-18  
  2.202926463053e+01  ,9.087951321531e-18  
  2.208004733019e+01  ,9.087951321531e-18  
  2.213094709605e+01  ,9.087951321531e-18  
  2.218196419800e+01  ,9.087951321531e-18  
  2.223309890651e+01  ,9.087951321531e-18  
  2.228435149270e+01  ,9.087951321531e-18  
  2.233572222830e+01  ,9.087951321531e-18  
  2.238721138568e+01  ,9.087951321531e-18  
  2.243881923783e+01  ,9.087951321531e-18  
  2.249054605836e+01  ,9.087951321531e-18  
  2.254239212152e+01  ,9.087951321531e-18  
  2.259435770221e+01  ,9.087951321531e-18  
  2.264644307593e+01  ,9.087951321531e-18  
  2.269864851884e+01  ,9.087951321531e-18  
  2.275097430772e+01  ,9.087951321531e-18  
  2.280342072000e+01  ,9.087951321531e-18  
  2.285598803375e+01  ,9.087951321531e-18  
  2.290867652768e+01  ,9.087951321531e-18  
  2.296148648112e+01  ,9.087951321531e-18  
  2.301441817408e+01  ,9.087951321531e-18  
  2.306747188720e+01  ,9.087951321531e-18  
  2.312064790175e+01  ,9.087951321531e-18  
  2.317394649968e+01  ,9.087951321531e-18  
  2.322736796357e+01  ,9.087951321531e-18  
  2.328091257665e+01  ,9.087951321531e-18  
  2.333458062281e+01  ,9.087951321531e-18  
  2.338837238659e+01  ,9.087951321531e-18  
  2.344228815320e+01  ,9.087951321531e-18  
  2.349632820848e+01  ,9.087951321531e-18  
  2.355049283896e+01  ,9.087951321531e-18  
  2.360478233180e+01  ,9.087951321531e-18  
  2.365919697486e+01  ,9.087951321531e-18  
  2.371373705661e+01  ,9.087951321531e-18  
  2.376840286625e+01  ,9.087951321531e-18  
  2.382319469359e+01  ,9.087951321531e-18  
  2.387811282913e+01  ,9.087951321531e-18  
  2.393315756405e+01  ,9.087951321531e-18  
  2.398832919019e+01  ,9.087951321531e-18  
  2.404362800007e+01  ,9.087951321531e-18  
  2.409905428686e+01  ,9.087951321531e-18  
  2.415460834445e+01  ,9.087951321531e-18  
  2.421029046736e+01  ,9.087951321531e-18  
  2.426610095082e+01  ,9.087951321531e-18  
  2.432204009074e+01  ,9.087951321531e-18  
  2.437810818369e+01  ,9.087951321531e-18  
  2.443430552694e+01  ,9.087951321531e-18  
  2.449063241845e+01  ,9.087951321531e-18  
  2.454708915685e+01  ,9.087951321531e-18  
  2.460367604147e+01  ,9.087951321531e-18  
  2.466039337234e+01  ,9.087951321531e-18  
  2.471724145016e+01  ,9.087951321531e-18  
  2.477422057633e+01  ,9.087951321531e-18  
  2.483133105295e+01  ,9.087951321531e-18  
  2.488857318282e+01  ,9.087951321531e-18  
  2.494594726943e+01  ,9.087951321531e-18  
  2.500345361696e+01  ,9.087951321531e-18  
  2.506109253032e+01  ,9.087951321531e-18  
  2.511886431509e+01  ,9.087951321531e-18  
  2.517676927759e+01  ,9.087951321531e-18  
  2.523480772480e+01  ,9.087951321531e-18  
  2.529297996446e+01  ,9.087951321531e-18  
  2.535128630498e+01  ,9.087951321531e-18  
  2.540972705549e+01  ,9.087951321531e-18  
  2.546830252585e+01  ,9.087951321531e-18  
  2.552701302661e+01  ,9.087951321531e-18  
  2.558585886905e+01  ,9.087951321531e-18  
  2.564484036518e+01  ,9.087951321531e-18  
  2.570395782769e+01  ,9.087951321531e-18  
  2.576321157002e+01  ,9.087951321531e-18  
  2.582260190634e+01  ,9.087951321531e-18  
  2.588212915153e+01  ,9.087951321531e-18  
  2.594179362119e+01  ,9.087951321531e-18  
  2.600159563165e+01  ,9.087951321531e-18  
  2.606153549999e+01  ,9.087951321531e-18  
  2.612161354399e+01  ,9.087951321531e-18  
  2.618183008219e+01  ,9.087951321531e-18  
  2.624218543384e+01  ,9.087951321531e-18  
  2.630267991895e+01  ,9.087951321531e-18  
  2.636331385825e+01  ,9.087951321531e-18  
  2.642408757322e+01  ,9.087951321531e-18  
  2.648500138607e+01  ,9.087951321531e-18  
  2.654605561975e+01  ,9.087951321531e-18  
  2.660725059799e+01  ,9.087951321531e-18  
  2.666858664521e+01  ,9.087951321531e-18  
  2.673006408663e+01  ,9.087951321531e-18  
  2.679168324819e+01  ,9.087951321531e-18  
  2.685344445658e+01  ,9.087951321531e-18  
  2.691534803927e+01  ,9.087951321531e-18  
  2.697739432445e+01  ,9.087951321531e-18  
  2.703958364109e+01  ,9.087951321531e-18  
  2.710191631891e+01  ,9.087951321531e-18  
  2.716439268839e+01  ,9.087951321531e-18  
  2.722701308078e+01  ,9.087951321531e-18  
  2.728977782808e+01  ,9.087951321531e-18  
  2.735268726307e+01  ,9.087951321531e-18  
  2.741574171928e+01  ,9.087951321531e-18  
  2.747894153102e+01  ,9.087951321531e-18  
  2.754228703338e+01  ,9.087951321531e-18  
  2.760577856220e+01  ,9.087951321531e-18  
  2.766941645411e+01  ,9.087951321531e-18  
  2.773320104652e+01  ,9.087951321531e-18  
  2.779713267759e+01  ,9.087951321531e-18  
  2.786121168630e+01  ,9.087951321531e-18  
  2.792543841237e+01  ,9.087951321531e-18  
  2.798981319634e+01  ,9.087951321531e-18  
  2.805433637951e+01  ,9.087951321531e-18  
  2.811900830399e+01  ,9.087951321531e-18  
  2.818382931264e+01  ,9.087951321531e-18  
  2.824879974915e+01  ,9.087951321531e-18  
  2.831391995799e+01  ,9.087951321531e-18  
  2.837919028441e+01  ,9.087951321531e-18  
  2.844461107448e+01  ,9.087951321531e-18  
  2.851018267504e+01  ,9.087951321531e-18  
  2.857590543375e+01  ,9.087951321531e-18  
  2.864177969906e+01  ,9.087951321531e-18  
  2.870780582024e+01  ,9.087951321531e-18  
  2.877398414735e+01  ,9.087951321531e-18  
  2.884031503126e+01  ,9.087951321531e-18  
  2.890679882365e+01  ,9.087951321531e-18  
  2.897343587701e+01  ,9.087951321531e-18  
  2.904022654464e+01  ,9.087951321531e-18  
  2.910717118066e+01  ,9.087951321531e-18  
  2.917427014001e+01  ,9.087951321531e-18  
  2.924152377843e+01  ,9.087951321531e-18  
  2.930893245250e+01  ,9.087951321531e-18  
  2.937649651961e+01  ,9.087951321531e-18  
  2.944421633799e+01  ,9.087951321531e-18  
  2.951209226666e+01  ,9.087951321531e-18  
  2.958012466551e+01  ,9.087951321531e-18  
  2.964831389524e+01  ,9.087951321531e-18  
  2.971666031738e+01  ,9.087951321531e-18  
  2.978516429429e+01  ,9.087951321531e-18  
  2.985382618918e+01  ,9.087951321531e-18  
  2.992264636608e+01  ,9.087951321531e-18  
  2.999162518987e+01  ,9.087951321531e-18  
  3.006076302628e+01  ,9.087951321531e-18  
  3.013006024186e+01  ,9.087951321531e-18  
  3.019951720402e+01  ,9.087951321531e-18  
  3.026913428101e+01  ,9.087951321531e-18  
  3.033891184194e+01  ,9.087951321531e-18  
  3.040885025676e+01  ,9.087951321531e-18  
  3.047894989628e+01  ,9.087951321531e-18  
  3.054921113215e+01  ,9.087951321531e-18  
  3.061963433690e+01  ,9.087951321531e-18  
  3.069021988391e+01  ,9.087951321531e-18  
  3.076096814740e+01  ,9.087951321531e-18  
  3.083187950249e+01  ,9.087951321531e-18  
  3.090295432513e+01  ,9.087951321531e-18  
  3.097419299216e+01  ,9.087951321531e-18  
  3.104559588128e+01  ,9.087951321531e-18  
  3.111716337106e+01  ,9.087951321531e-18  
  3.118889584094e+01  ,9.087951321531e-18  
  3.126079367124e+01  ,9.087951321531e-18  
  3.133285724315e+01  ,9.087951321531e-18  
  3.140508693876e+01  ,9.087951321531e-18  
  3.147748314101e+01  ,9.087951321531e-18  
  3.155004623374e+01  ,9.087951321531e-18  
  3.162277660168e+01  ,9.087951321531e-18  
  3.169567463043e+01  ,9.087951321531e-18  
  3.176874070650e+01  ,9.087951321531e-18  
  3.184197521726e+01  ,9.087951321531e-18  
  3.191537855101e+01  ,9.087951321531e-18  
  3.198895109691e+01  ,9.087951321531e-18  
  3.206269324505e+01  ,9.087951321531e-18  
  3.213660538640e+01  ,9.087951321531e-18  
  3.221068791283e+01  ,9.087951321531e-18  
  3.228494121712e+01  ,9.087951321531e-18  
  3.235936569296e+01  ,9.087951321531e-18  
  3.243396173493e+01  ,9.087951321531e-18  
  3.250872973854e+01  ,9.087951321531e-18  
  3.258367010020e+01  ,9.087951321531e-18  
  3.265878321723e+01  ,9.087951321531e-18  
  3.273406948788e+01  ,9.087951321531e-18  
  3.280952931131e+01  ,9.087951321531e-18  
  3.288516308760e+01  ,9.087951321531e-18  
  3.296097121774e+01  ,9.087951321531e-18  
  3.303695410368e+01  ,9.087951321531e-18  
  3.311311214826e+01  ,9.087951321531e-18  
  3.318944575526e+01  ,9.087951321531e-18  
  3.326595532940e+01  ,9.087951321531e-18  
  3.334264127632e+01  ,9.087951321531e-18  
  3.341950400261e+01  ,9.087951321531e-18  
  3.349654391578e+01  ,9.087951321531e-18  
  3.357376142429e+01  ,9.087951321531e-18  
  3.365115693755e+01  ,9.087951321531e-18  
  3.372873086588e+01  ,9.087951321531e-18  
  3.380648362060e+01  ,9.087951321531e-18  
  3.388441561392e+01  ,9.087951321531e-18  
  3.396252725904e+01  ,9.087951321531e-18  
  3.404081897010e+01  ,9.087951321531e-18  
  3.411929116219e+01  ,9.087951321531e-18  
  3.419794425137e+01  ,9.087951321531e-18  
  3.427677865464e+01  ,9.087951321531e-18  
  3.435579478998e+01  ,9.087951321531e-18  
  3.443499307633e+01  ,9.087951321531e-18  
  3.451437393358e+01  ,9.087951321531e-18  
  3.459393778261e+01  ,9.087951321531e-18  
  3.467368504525e+01  ,9.087951321531e-18  
  3.475361614432e+01  ,9.087951321531e-18  
  3.483373150360e+01  ,9.087951321531e-18  
  3.491403154786e+01  ,9.087951321531e-18  
  3.499451670283e+01  ,9.087951321531e-18  
  3.507518739525e+01  ,9.087951321531e-18  
  3.515604405283e+01  ,9.087951321531e-18  
  3.523708710425e+01  ,9.087951321531e-18  
  3.531831697919e+01  ,9.087951321531e-18  
  3.539973410834e+01  ,9.087951321531e-18  
  3.548133892335e+01  ,9.087951321531e-18  
  3.556313185690e+01  ,9.087951321531e-18  
  3.564511334262e+01  ,9.087951321531e-18  
  3.572728381519e+01  ,9.087951321531e-18  
  3.580964371026e+01  ,9.087951321531e-18  
  3.589219346450e+01  ,9.087951321531e-18  
  3.597493351557e+01  ,9.087951321531e-18  
  3.605786430216e+01  ,9.087951321531e-18  
  3.614098626396e+01  ,9.087951321531e-18  
  3.622429984167e+01  ,9.087951321531e-18  
  3.630780547701e+01  ,9.087951321531e-18  
  3.639150361272e+01  ,9.087951321531e-18  
  3.647539469256e+01  ,9.087951321531e-18  
  3.655947916131e+01  ,9.087951321531e-18  
  3.664375746478e+01  ,9.087951321531e-18  
  3.672823004981e+01  ,9.087951321531e-18  
  3.681289736425e+01  ,9.087951321531e-18  
  3.689775985701e+01  ,9.087951321531e-18  
  3.698281797802e+01  ,9.087951321531e-18  
  3.706807217825e+01  ,9.087951321531e-18  
  3.715352290971e+01  ,9.087951321531e-18  
  3.723917062545e+01  ,9.087951321531e-18  
  3.732501577957e+01  ,9.087951321531e-18  
  3.741105882720e+01  ,9.087951321531e-18  
  3.749730022455e+01  ,9.087951321531e-18  
  3.758374042884e+01  ,9.087951321531e-18  
  3.767037989839e+01  ,9.087951321531e-18  
  3.775721909254e+01  ,9.087951321531e-18  
  3.784425847171e+01  ,9.087951321531e-18  
  3.793149849737e+01  ,9.087951321531e-18  
  3.801893963205e+01  ,9.087951321531e-18  
  3.810658233937e+01  ,9.087951321531e-18  
  3.819442708400e+01  ,9.087951321531e-18  
  3.828247433168e+01  ,9.087951321531e-18  
  3.837072454922e+01  ,9.087951321531e-18  
  3.845917820453e+01  ,9.087951321531e-18  
  3.854783576657e+01  ,9.087951321531e-18  
  3.863669770540e+01  ,9.087951321531e-18  
  3.872576449216e+01  ,9.087951321531e-18  
  3.881503659906e+01  ,9.087951321531e-18  
  3.890451449942e+01  ,9.087951321531e-18  
  3.899419866765e+01  ,9.087951321531e-18  
  3.908408957924e+01  ,9.087951321531e-18  
  3.917418771078e+01  ,9.087951321531e-18  
  3.926449353996e+01  ,9.087951321531e-18  
  3.935500754557e+01  ,9.087951321531e-18  
  3.944573020752e+01  ,9.087951321531e-18  
  3.953666200681e+01  ,9.087951321531e-18  
  3.962780342554e+01  ,9.087951321531e-18  
  3.971915494694e+01  ,9.087951321531e-18  
  3.981071705535e+01  ,9.087951321531e-18  
  3.990249023621e+01  ,9.087951321531e-18  
  3.999447497611e+01  ,9.087951321531e-18  
  4.008667176273e+01  ,9.087951321531e-18  
  4.017908108489e+01  ,9.087951321531e-18  
  4.027170343254e+01  ,9.087951321531e-18  
  4.036453929676e+01  ,9.087951321531e-18  
  4.045758916974e+01  ,9.087951321531e-18  
  4.055085354483e+01  ,9.087951321531e-18  
  4.064433291652e+01  ,9.087951321531e-18  
  4.073802778041e+01  ,9.087951321531e-18  
  4.083193863327e+01  ,9.087951321531e-18  
  4.092606597300e+01  ,9.087951321531e-18  
  4.102041029866e+01  ,9.087951321531e-18  
  4.111497211045e+01  ,9.087951321531e-18  
  4.120975190973e+01  ,9.087951321531e-18  
  4.130475019901e+01  ,9.087951321531e-18  
  4.139996748197e+01  ,9.087951321531e-18  
  4.149540426343e+01  ,9.087951321531e-18  
  4.159106104940e+01  ,9.087951321531e-18  
  4.168693834703e+01  ,9.087951321531e-18  
  4.178303666466e+01  ,9.087951321531e-18  
  4.187935651179e+01  ,9.087951321531e-18  
  4.197589839910e+01  ,9.087951321531e-18  
  4.207266283844e+01  ,9.087951321531e-18  
  4.216965034285e+01  ,9.087951321531e-18  
  4.226686142656e+01  ,9.087951321531e-18  
  4.236429660495e+01  ,9.087951321531e-18  
  4.246195639463e+01  ,9.087951321531e-18  
  4.255984131337e+01  ,9.087951321531e-18  
  4.265795188016e+01  ,9.087951321531e-18  
  4.275628861515e+01  ,9.087951321531e-18  
  4.285485203974e+01  ,9.087951321531e-18  
  4.295364267649e+01  ,9.087951321531e-18  
  4.305266104917e+01  ,9.087951321531e-18  
  4.315190768277e+01  ,9.087951321531e-18  
  4.325138310350e+01  ,9.087951321531e-18  
  4.335108783875e+01  ,9.087951321531e-18  
  4.345102241715e+01  ,9.087951321531e-18  
  4.355118736855e+01  ,9.087951321531e-18  
  4.365158322401e+01  ,9.087951321531e-18  
  4.375221051582e+01  ,9.087951321531e-18  
  4.385306977749e+01  ,9.087951321531e-18  
  4.395416154378e+01  ,9.087951321531e-18  
  4.405548635065e+01  ,9.087951321531e-18  
  4.415704473533e+01  ,9.087951321531e-18  
  4.425883723626e+01  ,9.087951321531e-18  
  4.436086439314e+01  ,9.087951321531e-18  
  4.446312674691e+01  ,9.087951321531e-18  
  4.456562483975e+01  ,9.087951321531e-18  
  4.466835921509e+01  ,9.087951321531e-18  
  4.477133041763e+01  ,9.087951321531e-18  
  4.487453899331e+01  ,9.087951321531e-18  
  4.497798548932e+01  ,9.087951321531e-18  
  4.508167045414e+01  ,9.087951321531e-18  
  4.518559443749e+01  ,9.087951321531e-18  
  4.528975799036e+01  ,9.087951321531e-18  
  4.539416166502e+01  ,9.087951321531e-18  
  4.549880601500e+01  ,9.087951321531e-18  
  4.560369159513e+01  ,9.087951321531e-18  
  4.570881896148e+01  ,9.087951321531e-18  
  4.581418867145e+01  ,9.087951321531e-18  
  4.591980128368e+01  ,9.087951321531e-18  
  4.602565735813e+01  ,9.087951321531e-18  
  4.613175745603e+01  ,9.087951321531e-18  
  4.623810213992e+01  ,9.087951321531e-18  
  4.634469197362e+01  ,9.087951321531e-18  
  4.645152752227e+01  ,9.087951321531e-18  
  4.655860935229e+01  ,9.087951321531e-18  
  4.666593803142e+01  ,9.087951321531e-18  
  4.677351412872e+01  ,9.087951321531e-18  
  4.688133821452e+01  ,9.087951321531e-18  
  4.698941086052e+01  ,9.087951321531e-18  
  4.709773263969e+01  ,9.087951321531e-18  
  4.720630412635e+01  ,9.087951321531e-18  
  4.731512589614e+01  ,9.087951321531e-18  
  4.742419852602e+01  ,9.087951321531e-18  
  4.753352259428e+01  ,9.087951321531e-18  
  4.764309868054e+01  ,9.087951321531e-18  
  4.775292736576e+01  ,9.087951321531e-18  
  4.786300923226e+01  ,9.087951321531e-18  
  4.797334486366e+01  ,9.087951321531e-18  
  4.808393484497e+01  ,9.087951321531e-18  
  4.819477976251e+01  ,9.087951321531e-18  
  4.830588020397e+01  ,9.087951321531e-18  
  4.841723675841e+01  ,9.087951321531e-18  
  4.852885001621e+01  ,9.087951321531e-18  
  4.864072056914e+01  ,9.087951321531e-18  
  4.875284901033e+01  ,9.087951321531e-18  
  4.886523593428e+01  ,9.087951321531e-18  
  4.897788193684e+01  ,9.087951321531e-18  
  4.909078761526e+01  ,9.087951321531e-18  
  4.920395356814e+01  ,9.087951321531e-18  
  4.931738039549e+01  ,9.087951321531e-18  
  4.943106869868e+01  ,9.087951321531e-18  
  4.954501908047e+01  ,9.087951321531e-18  
  4.965923214503e+01  ,9.087951321531e-18  
  4.977370849789e+01  ,9.087951321531e-18  
  4.988844874600e+01  ,9.087951321531e-18  
  5.000345349769e+01  ,9.087951321531e-18  
  5.011872336272e+01  ,9.087951321531e-18  
  5.023425895223e+01  ,9.087951321531e-18  
  5.035006087879e+01  ,9.087951321531e-18  
  5.046612975635e+01  ,9.087951321531e-18  
  5.058246620031e+01  ,9.087951321531e-18  
  5.069907082747e+01  ,9.087951321531e-18  
  5.081594425605e+01  ,9.087951321531e-18  
  5.093308710571e+01  ,9.087951321531e-18  
  5.105049999754e+01  ,9.087951321531e-18  
  5.116818355403e+01  ,9.087951321531e-18  
  5.128613839913e+01  ,9.087951321531e-18  
  5.140436515824e+01  ,9.087951321531e-18  
  5.152286445817e+01  ,9.087951321531e-18  
  5.164163692720e+01  ,9.087951321531e-18  
  5.176068319505e+01  ,9.087951321531e-18  
  5.188000389289e+01  ,9.087951321531e-18  
  5.199959965335e+01  ,9.087951321531e-18  
  5.211947111050e+01  ,9.087951321531e-18  
  5.223961889991e+01  ,9.087951321531e-18  
  5.236004365857e+01  ,9.087951321531e-18  
  5.248074602497e+01  ,9.087951321531e-18  
  5.260172663907e+01  ,9.087951321531e-18  
  5.272298614228e+01  ,9.087951321531e-18  
  5.284452517751e+01  ,9.087951321531e-18  
  5.296634438916e+01  ,9.087951321531e-18  
  5.308844442309e+01  ,9.087951321531e-18  
  5.321082592667e+01  ,9.087951321531e-18  
  5.333348954876e+01  ,9.087951321531e-18  
  5.345643593969e+01  ,9.087951321531e-18  
  5.357966575133e+01  ,9.087951321531e-18  
  5.370317963702e+01  ,9.087951321531e-18  
  5.382697825162e+01  ,9.087951321531e-18  
  5.395106225151e+01  ,9.087951321531e-18  
  5.407543229455e+01  ,9.087951321531e-18  
  5.420008904016e+01  ,9.087951321531e-18  
  5.432503314924e+01  ,9.087951321531e-18  
  5.445026528424e+01  ,9.087951321531e-18  
  5.457578610912e+01  ,9.087951321531e-18  
  5.470159628939e+01  ,9.087951321531e-18  
  5.482769649208e+01  ,9.087951321531e-18  
  5.495408738576e+01  ,9.087951321531e-18  
  5.508076964054e+01  ,9.087951321531e-18  
  5.520774392807e+01  ,9.087951321531e-18  
  5.533501092157e+01  ,9.087951321531e-18  
  5.546257129579e+01  ,9.087951321531e-18  
  5.559042572704e+01  ,9.087951321531e-18  
  5.571857489319e+01  ,9.087951321531e-18  
  5.584701947368e+01  ,9.087951321531e-18  
  5.597576014951e+01  ,9.087951321531e-18  
  5.610479760324e+01  ,9.087951321531e-18  
  5.623413251903e+01  ,9.087951321531e-18  
  5.636376558259e+01  ,9.087951321531e-18  
  5.649369748123e+01  ,9.087951321531e-18  
  5.662392890382e+01  ,9.087951321531e-18  
  5.675446054085e+01  ,9.087951321531e-18  
  5.688529308438e+01  ,9.087951321531e-18  
  5.701642722807e+01  ,9.087951321531e-18  
  5.714786366718e+01  ,9.087951321531e-18  
  5.727960309858e+01  ,9.087951321531e-18  
  5.741164622073e+01  ,9.087951321531e-18  
  5.754399373371e+01  ,9.087951321531e-18  
  5.767664633922e+01  ,9.087951321531e-18  
  5.780960474057e+01  ,9.087951321531e-18  
  5.794286964268e+01  ,9.087951321531e-18  
  5.807644175213e+01  ,9.087951321531e-18  
  5.821032177708e+01  ,9.087951321531e-18  
  5.834451042737e+01  ,9.087951321531e-18  
  5.847900841444e+01  ,9.087951321531e-18  
  5.861381645140e+01  ,9.087951321531e-18  
  5.874893525297e+01  ,9.087951321531e-18  
  5.888436553555e+01  ,9.087951321531e-18  
  5.902010801718e+01  ,9.087951321531e-18  
  5.915616341754e+01  ,9.087951321531e-18  
  5.929253245799e+01  ,9.087951321531e-18  
  5.942921586155e+01  ,9.087951321531e-18  
  5.956621435290e+01  ,9.087951321531e-18  
  5.970352865838e+01  ,9.087951321531e-18  
  5.984115950603e+01  ,9.087951321531e-18  
  5.997910762555e+01  ,9.087951321531e-18  
  6.011737374832e+01  ,9.087951321531e-18  
  6.025595860743e+01  ,9.087951321531e-18  
  6.039486293763e+01  ,9.087951321531e-18  
  6.053408747539e+01  ,9.087951321531e-18  
  6.067363295884e+01  ,9.087951321531e-18  
  6.081350012787e+01  ,9.087951321531e-18  
  6.095368972401e+01  ,9.087951321531e-18  
  6.109420249055e+01  ,9.087951321531e-18  
  6.123503917247e+01  ,9.087951321531e-18  
  6.137620051647e+01  ,9.087951321531e-18  
  6.151768727098e+01  ,9.087951321531e-18  
  6.165950018614e+01  ,9.087951321531e-18  
  6.180164001384e+01  ,9.087951321531e-18  
  6.194410750767e+01  ,9.087951321531e-18  
  6.208690342300e+01  ,9.087951321531e-18  
  6.223002851691e+01  ,9.087951321531e-18  
  6.237348354824e+01  ,9.087951321531e-18  
  6.251726927756e+01  ,9.087951321531e-18  
  6.266138646723e+01  ,9.087951321531e-18  
  6.280583588133e+01  ,9.087951321531e-18  
  6.295061828571e+01  ,9.087951321531e-18  
  6.309573444801e+01  ,9.087951321531e-18  
  6.324118513762e+01  ,9.087951321531e-18  
  6.338697112569e+01  ,9.087951321531e-18  
  6.353309318517e+01  ,9.087951321531e-18  
  6.367955209079e+01  ,9.087951321531e-18  
  6.382634861905e+01  ,9.087951321531e-18  
  6.397348354826e+01  ,9.087951321531e-18  
  6.412095765851e+01  ,9.087951321531e-18  
  6.426877173170e+01  ,9.087951321531e-18  
  6.441692655151e+01  ,9.087951321531e-18  
  6.456542290346e+01  ,9.087951321531e-18  
  6.471426157485e+01  ,9.087951321531e-18  
  6.486344335482e+01  ,9.087951321531e-18  
  6.501296903430e+01  ,9.087951321531e-18  
  6.516283940608e+01  ,9.087951321531e-18  
  6.531305526474e+01  ,9.087951321531e-18  
  6.546361740672e+01  ,9.087951321531e-18  
  6.561452663028e+01  ,9.087951321531e-18  
  6.576578373554e+01  ,9.087951321531e-18  
  6.591738952443e+01  ,9.087951321531e-18  
  6.606934480075e+01  ,9.087951321531e-18  
  6.622165037017e+01  ,9.087951321531e-18  
  6.637430704018e+01  ,9.087951321531e-18  
  6.652731562017e+01  ,9.087951321531e-18  
  6.668067692136e+01  ,9.087951321531e-18  
  6.683439175686e+01  ,9.087951321531e-18  
  6.698846094165e+01  ,9.087951321531e-18  
  6.714288529259e+01  ,9.087951321531e-18  
  6.729766562843e+01  ,9.087951321531e-18  
  6.745280276979e+01  ,9.087951321531e-18  
  6.760829753919e+01  ,9.087951321531e-18  
  6.776415076106e+01  ,9.087951321531e-18  
  6.792036326171e+01  ,9.087951321531e-18  
  6.807693586937e+01  ,9.087951321531e-18  
  6.823386941416e+01  ,9.087951321531e-18  
  6.839116472814e+01  ,9.087951321531e-18  
  6.854882264526e+01  ,9.087951321531e-18  
  6.870684400142e+01  ,9.087951321531e-18  
  6.886522963442e+01  ,9.087951321531e-18  
  6.902398038402e+01  ,9.087951321531e-18  
  6.918309709189e+01  ,9.087951321531e-18  
  6.934258060165e+01  ,9.087951321531e-18  
  6.950243175887e+01  ,9.087951321531e-18  
  6.966265141107e+01  ,9.087951321531e-18  
  6.982324040771e+01  ,9.087951321531e-18  
  6.998419960022e+01  ,9.087951321531e-18  
  7.014552984199e+01  ,9.087951321531e-18  
  7.030723198838e+01  ,9.087951321531e-18  
  7.046930689671e+01  ,9.087951321531e-18  
  7.063175542629e+01  ,9.087951321531e-18  
  7.079457843841e+01  ,9.087951321531e-18  
  7.095777679633e+01  ,9.087951321531e-18  
  7.112135136533e+01  ,9.087951321531e-18  
  7.128530301265e+01  ,9.087951321531e-18  
  7.144963260754e+01  ,9.087951321531e-18  
  7.161434102128e+01  ,9.087951321531e-18  
  7.177942912713e+01  ,9.087951321531e-18  
  7.194489780036e+01  ,9.087951321531e-18  
  7.211074791828e+01  ,9.087951321531e-18  
  7.227698036021e+01  ,9.087951321531e-18  
  7.244359600749e+01  ,9.087951321531e-18  
  7.261059574351e+01  ,9.087951321531e-18  
  7.277798045368e+01  ,9.087951321531e-18  
  7.294575102545e+01  ,9.087951321531e-18  
  7.311390834833e+01  ,9.087951321531e-18  
  7.328245331388e+01  ,9.087951321531e-18  
  7.345138681570e+01  ,9.087951321531e-18  
  7.362070974947e+01  ,9.087951321531e-18  
  7.379042301290e+01  ,9.087951321531e-18  
  7.396052750582e+01  ,9.087951321531e-18  
  7.413102413008e+01  ,9.087951321531e-18  
  7.430191378966e+01  ,9.087951321531e-18  
  7.447319739059e+01  ,9.087951321531e-18  
  7.464487584100e+01  ,9.087951321531e-18  
  7.481695005111e+01  ,9.087951321531e-18  
  7.498942093324e+01  ,9.087951321531e-18  
  7.516228940181e+01  ,9.087951321531e-18  
  7.533555637336e+01  ,9.087951321531e-18  
  7.550922276654e+01  ,9.087951321531e-18  
  7.568328950209e+01  ,9.087951321531e-18  
  7.585775750291e+01  ,9.087951321531e-18  
  7.603262769401e+01  ,9.087951321531e-18  
  7.620790100253e+01  ,9.087951321531e-18  
  7.638357835776e+01  ,9.087951321531e-18  
